id;name;type;foundation_date;architect;status;address;short_description;dedications;lat;lon
795;Церковь Успения Пресвятой Богородицы в Шубино;церковь;не позже XVIII в.;нет данных;действ.;Московская обл., адм. тер. Домодедово, с. Шубино;Кирпичная, обложенная белым камнем церковь в духе провинциального зодчества, сооруженная в 1785-1792. Одноглавый четверик с трапезной и колокольней. Трапезная перестроена в 1881. Приделы в трапезной Иоанна Богослова и Богоматери Всех Скорбящих Радость. Не закрывалась с 1940-х.;"Успения Пресвятой Богородицы; Иоанна Богослова; Иконы Божией Матери Всех Скорбящих Радость";55.345230;38.017261
895;Церковь Троицы Живоначальной в Шувое;церковь;не позже нач. XIX в.;1915: Мартьянов Н. Г.;действ.;Московская обл., адм. тер. Егорьевск, пос. Шувое;Деревянная церковь, перестроенная в 1900-х из молельни постройки 1860-х. Небольшой однокупольный храм с трапезной. Не закрывалась.;Троицы Живоначальной;55.465499;39.071084
21738;Церковь Троицы Живоначальной в Шувое;церковь;2010;нет данных;действ.;Московская обл., адм. тер. Егорьевск, пос. Шувое, ул. 40 лет Октября, 1А;Небольшая кирпичная двухэтажная церковь общины РПЦ МП, строящаяся с 2013 у поселкового кладбища. Одноглавый четверик с полукруглым алтарем, притвором и колокольней. Освящена малым чином в ноябре 2014. Внизу - крестильный храм Владимира равноапостольного.;"Троицы Живоначальной; Владимира равноапостольного";55.472243;39.095666
8010;Церковь Всех Святых при горнолыжном клубе Леонида Тягачева;церковь;2006;нет данных;действ.;Московская обл., адм. тер. Дмитров, д. Шуколово, СДЮШОР;Заложена в 2006. Приписана к церкви в Шуколово. Освящена великим чином 9 окт. 2016.;Всех Святых;;
705;Церковь Успения Пресвятой Богородицы в Шуколово;церковь;не позже XVI в.;нет данных;действ.;Московская обл., адм. тер. Дмитров, д. Шуколово;Церковь в духе московского барокко, построенная в 1701 на средства И. Ф. Шокурова. Здание типа восьмерик на четверике с трапезной, колокольня 1762. Закрыта в нач. 1930-х, открыта в 1992, отремонтирована.;Успения Пресвятой Богородицы;56.229296;37.501842
32859;Церковь Силуана Афонского у Шульгино;церковь;2020;2020-2024: Барабанов А. Б.;действ.;Московская обл., адм. тер. Одинцово, у д. Шульгино, парк Раздолье;Деревянная церковь при подворье Зачатьевского женского монастыря заложена 5 дек. 2020 по проекту арх. А. Барабанова. На средства благотворителей выстроена одноглавая однопрестольная церковь, четверик под двухскатной крышей, с боковыми прирубами и обширной трапезной под двухскатной крышей. Освящена 19 нояб. 2024.;Силуана Афонского;55.732894;37.289344
5703;Церковь Троицы Живоначальной в Щапово;церковь;не позже XVI в.;1900: Струков Н. Д. (колокольня);действ.;Московская обл., Ступинский р-н, с. Щапово;Кирпичный одноглавый храм в стиле барокко, выстроенный на средства С. Ф. Волконского. Трапезная выстроена по проекту 1896, колокольня 1900. Приделы в трапезной Никольский и Утоли Моя Печали. Закрыт в 1935, позже заброшен. В 1993 возвращен верующим, с 1996 отремонтирован.;"Троицы Живоначальной; Николая Чудотворца; Иконы Божией Матери Утоли Моя Печали";55.159528;38.180417
787;Церковь Рождества Христова в Щеглятьево;церковь;кон. XVII в.;нет данных;действ.;Московская обл., адм. тер. Домодедово, д. Щеглятьево;Кирпичный ротондальный храм стиля классицизма с трапезной и колокольней. Сооружён к 1753 на средства С. А. Дубенского, возобновлён в 1848 тщанием помещицы Е. В. Новосильцевой. Первоначально главный престол был Владимирский, в трапезной приделы Иоанна Златоуста (1785) и Рождества Христова (1823). Закрыт в 1932, к 1990-м заброшен, в тяжёлом состоянии. Открыт в 1998, отреставрирован.;"Рождества Христова; Иконы Божией Матери Владимирская; Иоанна Златоуста";55.165066;37.693243
1659;Церковь Покрова Пресвятой Богородицы в Щеглятьево;церковь;не позже XIX в.;нет данных;действ.;Московская обл., Лотошинский р-н, с. Щеглятьево;Небольшой кирпичный однопрестольный храм в духе эклектики, построенный в 1884. Закрыт в 1930-х, венчание разобрано, занят клубом. В нач. 2000-х передан верующим, ремонтируется.;Покрова Пресвятой Богородицы;;
2320;Часовня Успения Пресвятой Богородицы в Щекавцево;часовня;нач. 2000-х;нет данных;действ.;Московская обл., Ногинский р-н, д. Щекавцево;Кирпичный часовенный столб. Приписан к церкви в Новосергиеве.;Успения Пресвятой Богородицы;55.988048;38.527320
